Highest_Charting_Position,Number_of_Times_Charted,Week_of_Highest_Charting,Week_of_Highest_Charting_year,Week_of_Highest_Charting_month,Week_of_Highest_Charting_day,Song_Name,Streams,Artist,Artist_Followers,Song_ID,Release_Date,Release_Date_year,Release_Date_month,Release_Date_day,Weeks_Charted,Weeks_Charted_year,Weeks_Charted_month,Weeks_Charted_day,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration_ms,Valence,Chord,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7,Genre_8,Genre_9,Genre_10,Genre_11
80,41,4/23/2021,2021,4,23,Martin & Gina,5098609,Polo G,4840346,1VLtjHwRWOVJiE5Py7JxoQ,5/15/2020,2020,5,15,7/23/2021,2021,7,23,85,0.832,0.534,-7.813,0.253,0.345,0.165,93.924,132833,0.116,C#/Db,chicago rap,,,,,,,,,,
121,1,3/12/2021,2021,3,12,Patience (feat. YUNGBLUD & Polo G),6155698,KSI,2010879,5J5CpT6bgE6KYKk23jgp9W,3/12/2021,2021,3,12,3/12/2021,2021,3,12,71,0.616,0.741,-4.272,0.043,0.003,0.307,122.012,181720,0.431,G,uk hip hop,,,,,,,,,,
113,7,1/3/2020,2020,1,3,Suge,4986299,DaBaby,7601122,2gwkD6igEhQbDQegRCcdoB,3/1/2019,2019,3,1,2/7/2020,2020,2,7,76,0.876,0.662,-6.482,0.426,0.061,0.127,75.445,163320,0.844,D,north carolina hip hop, rap,,,,,,,,,
199,1,12/27/2019,2019,12,27,Lover (Remix) [feat. Shawn Mendes],4595450,Taylor Swift,42227614,3i9UVldZOE0aD0JnyfAZZ0,11/13/2019,2019,11,13,12/27/2019,2019,12,27,70,0.448,0.603,-7.176,0.064,0.433,0.086,205.272,221307,0.422,G,pop, post-teen pop,,,,,,,,,
174,1,11/20/2020,2020,11,20,Abracadabra (feat. Future),5263469,Sfera Ebbasta,4430628,2GuLouaDNgLGxdJoe0vYf6,12/18/2020,2020,12,18,11/20/2020,2020,11,20,55,0.846,0.681,-7.091,0.174,0.046,0.112,131.988,192965,0.809,F,italian hip hop, italian pop, trap italiana,,,,,,,,
128,3,1/22/2021,2021,1,22,Lifestyle (feat. Adam Levine),5059891,"Jason Derulo, Maroon 5",9778632,0osvOdeD3YXZiWkT8MKolJ,1/21/2021,2021,1,21,2/19/2021,2021,2,19,78,0.749,0.674,-5.128,0.037,0.021,0.169,123.055,153865,0.711,A#/Bb,dance pop, pop, pop rap, post-teen pop,,,,,,,
12,9,1/10/2020,2020,1,10,Rare,5195842,Selena Gomez,28931149,7HMmFQsKsljwTw8bS7lu19,1/10/2020,2020,1,10,3/6/2020,2020,3,6,68,0.838,0.545,-6.713,0.071,0.208,0.103,114.998,220590,0.631,F,dance pop, pop, post-teen pop,,,,,,,,
117,8,2/14/2020,2020,2,14,Good as Hell (feat. Ariana Grande),4176083,Lizzo,3991674,07Oz5StQ7GRoygNLaXs2pd,2016,,2016,,4/10/2020,2020,4,10,71,0.668,0.892,-3.001,0.065,0.298,0.735,95.927,159011,0.478,F,dance pop, escape room, minnesota hip hop, pop, pop rap, post-teen pop, trap queen,,,,
50,5,1/22/2021,2021,1,22,Skin,5497942,Sabrina Carpenter,3689546,03B2SfXuvDh1m9F4tqrX07,1/22/2021,2021,1,22,2/19/2021,2021,2,19,76,0.557,0.457,-5.372,0.034,0.428,0.057,105.918,177500,0.328,G,alt z, dance pop, electropop, pop, post-teen pop, viral pop,,,,,
60,3,2/28/2020,2020,2,28,La Zona,5440382,Bad Bunny,36177712,5kqNIqFjijuzvVLhuY9B8j,2/29/2020,2020,2,29,3/13/2020,2020,3,13,69,0.762,0.801,-3.661,0.041,0.2,0.254,93.992,136893,0.81,C#/Db,latin, reggaeton, trap latino,,,,,,,,
171,2,1/1/2021,2021,1,1,Amor ou o Litrão,4848222,"Petter Ferraz, Menor Nico",14122,7qmnP8Woc47dLSrMD5MxL1,10/16/2020,2020,10,16,1/1/2021,2021,1,1,66,0.934,0.707,-4.214,0.065,0.437,0.063,138.023,173913,0.961,A,,,,,,,,,,,
8,37,2/5/2021,2021,2,5,Whoopty,5013017,CJ,180454,5vGLcdRuSbUhD8ScwsGSdA,8/20/2020,2020,8,20,7/2/2021,2021,7,2,81,0.719,0.648,-7.6,0.125,0.2,0.127,140.201,123263,0.66,D#/Eb,nyc rap,,,,,,,,,,
105,26,1/3/2020,2020,1,3,Dancing With A Stranger (with Normani),5229835,Sam Smith,17097317,6Qs4SXO9dwPj5GKvVOv8Ki,1/11/2019,2019,1,11,10/30/2020,2020,10,30,78,0.741,0.52,-7.513,0.066,0.45,0.222,102.998,171030,0.347,G#/Ab,dance pop, pop, post-teen pop, uk pop,,,,,,,
52,9,7/2/2021,2021,7,2,Leave Before You Love Me (with Jonas Brothers),9428494,Marshmello,31541310,4qu63nuBpdn0qHUHuObEj1,5/21/2021,2021,5,21,7/23/2021,2021,7,23,89,0.721,0.738,-4.77,0.04,0.002,0.118,119.976,154983,0.637,G,brostep, edm, pop, pop dance, progressive electro house,,,,,,
84,3,5/14/2021,2021,5,14,Straightenin,7615531,Migos,11690201,3X2r2CnHOJeV5YekPTgBnK,5/14/2021,2021,5,14,6/11/2021,2021,6,11,77,0.847,0.629,-5.81,0.102,0.032,0.152,135.976,255532,0.109,A,atl hip hop, pop rap, rap, trap,,,,,,,
91,33,12/27/2019,2019,12,27,Sweet but Psycho,4502853,Ava Max,3916979,7DnAm9FOTWE3cUvso43HhI,9/18/2020,2020,9,18,9/18/2020,2020,9,18,81,0.72,0.706,-4.719,0.047,0.068,0.166,133.002,187436,0.62,C#/Db,dance pop, pop,,,,,,,,,
9,7,12/18/2020,2020,12,18,Underneath the Tree,12266990,Kelly Clarkson,7869617,3YZE5qDV7u1ZD1gZc47ZeR,10/29/2013,2013,10,29,12/25/2020,2020,12,25,49,0.509,0.812,-5.439,0.054,0.001,0.214,159.878,229640,0.689,G#/Ab,dance pop, neo mellow, pop, pop rock, post-teen pop, talent show,,,,,
185,7,8/7/2020,2020,8,7,Como Llora,4380308,Juanfran,117894,52zq2a71SGs3f1vJuv59ui,2/7/2020,2020,2,7,8/14/2020,2020,8,14,67,0.827,0.629,-3.966,0.185,0.183,0.084,88.064,187500,0.486,F#/Gb,dominican pop, pop reggaeton, urbano espanol,,,,,,,,
126,2,3/6/2020,2020,3,6,Lettre à une femme,5895243,Ninho,4764552,10rwyGbKAWZ8JZbL7uHl28,3/7/2020,2020,3,7,3/13/2020,2020,3,13,54,0.487,0.398,-9.901,0.07,0.835,0.12,149.367,157766,0.905,C#/Db,french hip hop, pop urbaine, rap francais,,,,,,,,
126,1,9/25/2020,2020,9,25,MODUS,6013371,Joji,4759367,5SjtAe7xzUgHDtNTmt8zS7,9/25/2020,2020,9,25,9/25/2020,2020,9,25,66,0.738,0.533,-7.617,0.049,0.183,0.115,132.008,207265,0.262,G,alternative r&b, viral pop,,,,,,,,,
158,5,1/3/2020,2020,1,3,The London (feat. J. Cole & Travis Scott),4791732,"J. Cole, Young Thug",6383275,7DcvwMAiqKJQD1rrdfxSDx,5/23/2019,2019,5,23,1/31/2020,2020,1,31,72,0.796,0.586,-6.946,0.147,0.025,0.132,97.981,200107,0.179,E,atl hip hop, atl trap, gangster rap, hip hop, melodic rap, pop rap, rap, trap,,,
192,1,3/13/2020,2020,3,13,Bad Child,4787180,Tones And I,1251372,2hBeHlR2d7wFJVLcj2fivL,8/13/2021,2021,8,13,3/13/2020,2020,3,13,0,0.756,0.553,-4.24,0.034,0.404,0.158,117.992,221467,0.597,F#/Gb,,,,,,,,,,,
182,3,3/12/2021,2021,3,12,Devil Eyes,5098581,Hippie Sabotage,713486,7MiZjKawmXTsTNePyTfPyL,2/5/2016,2016,2,5,3/19/2021,2021,3,19,80,0.391,0.396,-8.621,0.189,0.702,0.315,99.112,131272,0.199,C#/Db,edm, electronic trap,,,,,,,,,
38,5,12/18/2020,2020,12,18,Merry Christmas Everyone,6052105,Shakin' Stevens,99249,2TE4xW3ImvpltVU0cPcKUn,11/25/1991,1991,11,25,12/25/2020,2020,12,25,47,0.534,0.904,-3.315,0.037,0.129,0.128,202.899,220160,0.96,A,classic uk pop, new wave pop, rock-and-roll, rockabilly, soft rock,,,,,,
31,3,3/6/2020,2020,3,6,Lo Mein,5231134,Lil Uzi Vert,11821805,6CUP2khYzdphXebxVTfPE3,3/6/2020,2020,3,6,3/20/2020,2020,3,20,67,0.855,0.676,-5.736,0.325,0.089,0.144,133.082,195299,0.509,C#/Db,melodic rap, philly rap, rap, trap,,,,,,,
184,1,2/28/2020,2020,2,28,100k Cash,5192813,"Capital Bra, Samra",4093115,033if6Adj8fwBYsQzHOfQ8,2/27/2020,2020,2,27,2/28/2020,2020,2,28,52,0.701,0.714,-5.906,0.524,0.289,0.088,86.91,173353,0.604,A#/Bb,german hip hop,,,,,,,,,,
92,1,5/22/2020,2020,5,22,WUNNA,6384306,Gunna,3337982,0y7Ao3CVJsyKFmqdjutiIF,5/22/2020,2020,5,22,5/22/2020,2020,5,22,60,0.89,0.455,-9,0.255,0.022,0.11,148.009,158240,0.313,C,atl hip hop, hip hop, melodic rap, rap, trap,,,,,,
20,7,7/23/2021,2021,7,23,Need To Know,16908917,Doja Cat,8640063,3Vi5XqYrmQgOYBajMWSvCi,6/25/2021,2021,6,25,7/23/2021,2021,7,23,90,0.664,0.609,-6.509,0.071,0.304,0.093,130.041,210560,0.194,C#/Db,dance pop, pop,,,,,,,,,
171,1,7/31/2020,2020,7,31,Narrow Road (feat. Lil Baby),4828004,NLE Choppa,3372385,3GZd1aDsgKL71Kt3VIp0hc,7/30/2020,2020,7,30,7/31/2020,2020,7,31,64,0.614,0.553,-8.225,0.169,0.031,0.203,159.999,240297,0.161,G,memphis hip hop,,,,,,,,,,
27,21,1/17/2020,2020,1,17,What A Man Gotta Do,4360660,Jonas Brothers,5436999,4wNIkl5XGiAACjFBlDWuSd,1/17/2020,2020,1,17,6/5/2020,2020,6,5,77,0.852,0.698,-7.206,0.063,0.008,0.077,113.039,180645,0.324,A,boy band, dance pop, pop, post-teen pop,,,,,,,
27,8,4/16/2021,2021,4,16,Solid (feat. Drake),5347781,"Young Stoner Life, Young Thug, Gunna",61930,6rTInqW3YECMkQsBEHw4sd,4/16/2021,2021,4,16,6/4/2021,2021,6,4,82,0.887,0.485,-9.358,0.2,0.039,0.141,125.987,215693,0.328,B,rap, trap,,,,,,,,,
142,23,5/28/2021,2021,5,28,Wake Me Up,5607285,Avicii,20270895,0nrRP2bk19rLc0orkWPQk2,1/1/2013,2013,1,1,7/23/2021,2021,7,23,84,0.532,0.783,-5.697,0.052,0.004,0.161,124.08,247427,0.643,D,dance pop, edm, pop, pop dance,,,,,,,
38,72,4/17/2020,2020,4,17,If the World Was Ending - feat. Julia Michaels,5127736,JP Saxe,280585,2kJwzbxV2ppxnQoYw4GLBZ,10/17/2019,2019,10,17,5/14/2021,2021,5,14,82,0.464,0.473,-10.086,0.129,0.866,0.109,75.801,208687,0.604,C#/Db,alt z, canadian contemporary r&b, indie cafe pop, pop, pop rock, post-teen pop,,,,,
37,3,7/10/2020,2020,7,10,Stay High,5047752,Juice WRLD,19102888,21CkzgKCBCq5V4XKjiGSIj,7/10/2020,2020,7,10,7/24/2020,2020,7,24,75,0.745,0.5,-6.184,0.135,0.439,0.094,76.968,168685,0.433,G#/Ab,chicago rap, melodic rap,,,,,,,,,
193,1,7/16/2021,2021,7,16,Shot in the Dark,5173308,John Mayer,5178156,239yM7BAQ2CkNc61ogPGXo,7/16/2021,2021,7,16,7/16/2021,2021,7,16,76,0.741,0.556,-9.184,0.027,0.063,0.103,122.008,249080,0.587,D,neo mellow, pop rock, singer-songwriter,,,,,,,,
140,3,11/6/2020,2020,11,6,ALWAYS DO,5196635,The Kid LAROI,2238190,3QCU8BT0zDS9LPVfEhRFEE,11/6/2020,2020,11,6,11/20/2020,2020,11,20,76,0.762,0.426,-6.865,0.113,0.044,0.086,167.827,151705,0.582,G#/Ab,australian hip hop,,,,,,,,,,
20,3,7/24/2020,2020,7,24,illicit affairs,5053658,Taylor Swift,42227614,2NmsngXHeC1GQ9wWrzhOMf,7/24/2020,2020,7,24,8/7/2020,2020,8,7,70,0.559,0.31,-10.445,0.034,0.881,0.106,119.845,190898,0.46,A#/Bb,pop, post-teen pop,,,,,,,,,
118,1,3/27/2020,2020,3,27,Boys Will Be Boys,6015914,Dua Lipa,27167675,4szI7zRh7kLApCSqiB6R7b,2/11/2021,2021,2,11,3/27/2020,2020,3,27,63,0.768,0.486,-5.954,0.035,0.408,0.098,125.021,166266,0.519,D#/Eb,dance pop, pop, uk pop,,,,,,,,
18,34,4/3/2020,2020,4,3,Yo Perreo Sola,4680447,Bad Bunny,36177712,0SqqAgdovOE24BzxIClpjw,2/29/2020,2020,2,29,10/16/2020,2020,10,16,78,0.86,0.758,-5.16,0.07,0.021,0.344,97.014,172127,0.453,B,latin, reggaeton, trap latino,,,,,,,,
153,1,3/13/2020,2020,3,13,Wassup (feat. Future),5415044,Lil Uzi Vert,11821805,19Ec2gbNtQTE44IizcPjtD,3/13/2020,2020,3,13,3/13/2020,2020,3,13,57,0.762,0.622,-6.293,0.223,0.352,0.145,130.019,193314,0.626,F,melodic rap, philly rap, rap, trap,,,,,,,
51,5,1/10/2020,2020,1,10,Eleven,4947780,Khalid,14190858,18O00Y7yrkJ0pRXm1n21Og,5/1/2020,2020,5,1,2/7/2020,2020,2,7,68,0.679,0.408,-9.754,0.088,0.133,0.23,129.079,206080,0.151,E,pop,,,,,,,,,,
6,15,10/2/2020,2020,10,2,Lovesick Girls,4796365,BLACKPINK,23848461,4Ws314Ylb27BVsvlZOy30C,10/2/2020,2020,10,2,1/15/2021,2021,1,15,75,0.654,0.707,-5.661,0.066,0.006,0.087,127.97,194765,0.448,F#/Gb,k-pop, k-pop girl group,,,,,,,,,
175,1,2/5/2021,2021,2,5,Pressure (feat. Tove Lo),5197587,Martin Garrix,14921269,4ga4WvRNhMsIL38pkBbnIN,2/5/2021,2021,2,5,2/5/2021,2021,2,5,76,0.859,0.558,-8.991,0.09,0.659,0.124,114.978,144391,0.357,G,dance pop, dutch edm, edm, pop, pop dance, progressive house, tropical house,,,,
91,10,1/31/2020,2020,1,31,Bellaquita - Remix,5676621,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",3600989,1Xnn1TPyr5h0hpRAT4B4EA,11/22/2019,2019,11,22,2/28/2020,2020,2,28,67,0.795,0.715,-3.582,0.084,0.141,0.179,165.941,304733,0.758,C#/Db,latin, r&b en espanol, reggaeton, trap latino,,,,,,,
176,1,1/3/2020,2020,1,3,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",4856458,Lauv,missing, , ,, ,,1/3/2020,2020,1,3,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing, , ,,,,,,,,,,
35,27,11/13/2020,2020,11,13,Jeans,5145966,Justin Quiles,2897862,3GtnId3Cm1Xa6joCj08nzW,8/14/2020,2020,8,14,2/26/2021,2021,2,26,75,0.807,0.656,-4.395,0.105,0.017,0.069,83.943,185840,0.89,D#/Eb,latin, reggaeton, trap latino,,,,,,,,
41,1,11/27/2020,2020,11,27,HOY COBRÉ,12914431,Bad Bunny,36177712,0tjZv2hChdHZCW1zFXpy1J,11/27/2020,2020,11,27,11/27/2020,2020,11,27,70,0.86,0.725,-6.7,0.249,0.046,0.099,145.001,162151,0.375,B,latin, reggaeton, trap latino,,,,,,,,
183,1,12/11/2020,2020,12,11,Beautiful Trip,6108393,Kid Cudi,5002317,4IIuCotvqijraSdnVLaFnM,12/11/2020,2020,12,11,12/11/2020,2020,12,11,54,0.331,0.513,-15.392,0.632,0.972,0.882,133.971,37013,0.42,B,hip hop, ohio hip hop, pop rap, rap,,,,,,,
177,7,1/29/2021,2021,1,29,Fly Away,5053713,Tones And I,2820477,5ri4zqtWhG07hIuNNDWP76,11/13/2020,2020,11,13,2/19/2021,2021,2,19,79,0.806,0.513,-6.208,0.069,0.217,0.217,124.988,178157,0.503,E,australian pop, pop,,,,,,,,,
128,1,12/27/2019,2019,12,27,Candy,5632102,Doja Cat,8671649,1VJwtWR6z7SpZRwipI12be,3/30/2018,2018,3,30,12/27/2019,2019,12,27,71,0.689,0.516,-5.857,0.044,0.513,0.163,124.876,190920,0.209,G#/Ab,dance pop, pop,,,,,,,,,
120,1,2/21/2020,2020,2,21,Respect,6373954,BTS,37151476,37TSJmYKLxXmx8OehFpqMN,2/21/2020,2020,2,21,2/21/2020,2020,2,21,67,0.661,0.84,-4.805,0.116,0.005,0.287,91.457,237540,0.524,C,k-pop, k-pop boy group,,,,,,,,,
144,1,2/19/2021,2021,2,19,CLOUDS,5897983,NF,5831194,5UMMPHPp6vRP6ghPpSUOzp,2/18/2021,2021,2,18,2/19/2021,2021,2,19,69,0.793,0.65,-3.944,0.397,0.371,0.854,128.111,243750,0.809,C#/Db,hip hop, pop rap, rap,,,,,,,,
85,5,7/9/2021,2021,7,9,Reckless,6711375,Madison Beer,3363988,5ajjAnNRh8bxFvaVHzpPjh,6/4/2021,2021,6,4,7/23/2021,2021,7,23,86,0.386,0.426,-6.642,0.036,0.807,0.14,180.104,203385,0.261,D#/Eb,alt z, dance pop, electropop, pop, post-teen pop,,,,,,
29,6,6/25/2021,2021,6,25,Fiel - Remix,10032746,"Wisin, Jhay Cortez, Anuel AA, Los Legendarios, Myke Towers",6929075,43qcs9NpJhDxtG91zxFkj7,6/15/2021,2021,6,15,7/23/2021,2021,7,23,89,0.839,0.711,-4.733,0.047,0.398,0.118,97.99,349547,0.573,F#/Gb,latin, latin hip hop, reggaeton, trap latino,,,,,,,
2,46,5/1/2020,2020,5,1,Toosie Slide,4966878,Drake,56327031,127QTOFJsJQp5LbJbu3A1y,4/3/2020,2020,4,3,2/12/2021,2021,2,12,78,0.834,0.454,-9.75,0.201,0.321,0.114,81.618,247059,0.837,C#/Db,canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap,,,,,
46,10,7/23/2021,2021,7,23,Heartbreak Anthem (with David Guetta & Little Mix),10315460,Galantis,3120157,5K6Ssv4Z3zRvxt0P6EKUAP,5/20/2021,2021,5,20,7/23/2021,2021,7,23,89,0.595,0.784,-4.878,0.102,0.216,0.061,124.111,183726,0.479,C#/Db,dance pop, edm, electro house, pop, pop dance, tropical house,,,,,
1,12,7/24/2020,2020,7,24,cardigan,5845457,Taylor Swift,42227614,4R2kfaDFhslZEMJqAFNpdd,7/24/2020,2020,7,24,12/11/2020,2020,12,11,79,0.613,0.581,-8.588,0.042,0.537,0.25,130.033,239560,0.551,C,pop, post-teen pop,,,,,,,,,
116,21,12/27/2019,2019,12,27,High Hopes,4426791,Panic! At The Disco,10850424,1rqqCSm0Qe4I9rUvWncaom,6/22/2018,2018,6,22,6/26/2020,2020,6,26,81,0.579,0.904,-2.729,0.062,0.193,0.064,82.014,190947,0.681,F,modern rock,,,,,,,,,,
56,4,6/19/2020,2020,6,19,Tommy Lee (feat. Post Malone),5031845,Tyla Yaweh,359133,5QZKcQDp0tCcvMdyqEciBV,6/12/2020,2020,6,12,7/3/2020,2020,7,3,73,0.457,0.621,-5.923,0.138,0.218,0.094,85.359,224638,0.634,A#/Bb,cali rap, melodic rap, pop rap, rap, trap,,,,,,
68,1,3/6/2020,2020,3,6,Venetia,9824605,Lil Uzi Vert,11821805,3BYIzNZ3t9lRQCACXSMLrT,3/6/2020,2020,3,6,3/6/2020,2020,3,6,63,0.775,0.757,-4.139,0.175,0.162,0.148,142.933,188800,0.562,A,melodic rap, philly rap, rap, trap,,,,,,,
11,4,10/2/2020,2020,10,2,Bet You Wanna (feat. Cardi B),6846771,BLACKPINK,23848461,7iAgNZdotu40NwtoIWJHFe,10/2/2020,2020,10,2,10/23/2020,2020,10,23,67,0.653,0.662,-6.168,0.162,0.005,0.063,111.712,161168,0.674,G,k-pop, k-pop girl group,,,,,,,,,
157,1,9/4/2020,2020,9,4,"Tap In (feat. Post Malone, DaBaby & Jack Harlow)",5117128,Saweetie,1255573,5woaU1FNkqCwg6WzWiQPW5,8/28/2020,2020,8,28,9/4/2020,2020,9,4,64,0.948,0.63,-7.011,0.219,0.006,0.074,100.032,253569,0.425,C#/Db,cali rap, dance pop, pop, pop rap, trap queen,,,,,,
45,19,4/30/2021,2021,4,30,Talking to the Moon,6660319,Bruno Mars,32574754,161DnLWsx1i3u1JT05lzqU,10/5/2010,2010,10,5,7/23/2021,2021,7,23,83,0.523,0.606,-4.754,0.03,0.512,0.106,145.837,217867,0.065,C#/Db,dance pop, pop, post-teen pop,,,,,,,,
135,4,7/23/2021,2021,7,23,Here's Your Perfect,5912784,Jamie Miller,64288,2aTKrdenCq5qBOoJPFdn4P,4/30/2021,2021,4,30,7/23/2021,2021,7,23,85,0.558,0.454,-5.335,0.055,0.499,0.146,113.12,158594,0.424,F#/Gb,pop soul,,,,,,,,,,
93,2,6/12/2020,2020,6,12,Shotta Flow 5,4513982,NLE Choppa,3372385,1orjH4IkSH9VrWmRCToKV8,6/12/2020,2020,6,12,6/19/2020,2020,6,19,62,0.806,0.749,-5.268,0.328,0.084,0.062,140.032,145167,0.77,C#/Db,memphis hip hop,,,,,,,,,,
157,1,8/7/2020,2020,8,7,BLIND (feat. Young Thug),5074613,DaBaby,7601122,2T5NBwKRySiCR78vVk08vr,8/4/2020,2020,8,4,8/7/2020,2020,8,7,69,0.709,0.679,-6.503,0.346,0.012,0.097,162.973,153467,0.754,B,north carolina hip hop, rap,,,,,,,,,
30,2,1/17/2020,2020,1,17,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",7157402,Eminem,46814751,0GQ5bFTVFFKpwNPc7KwQnB,1/17/2020,2020,1,17,1/24/2020,2020,1,24,66,0.68,0.82,-4.197,0.151,0.061,0.597,140.033,234653,0.243,E,detroit hip hop, hip hop, rap,,,,,,,,
15,6,12/18/2020,2020,12,18,Mistletoe,10609206,Justin Bieber,48544923,7xapw9Oy21WpfEcib2ErSA,1/1/2011,2011,1,1,12/25/2020,2020,12,25,59,0.657,0.56,-9.049,0.047,0.498,0.079,161.993,182947,0.854,F#/Gb,canadian pop, pop, post-teen pop,,,,,,,,
17,78,4/24/2020,2020,4,24,HIGHEST IN THE ROOM,4975720,Travis Scott,17719446,3eekarcy7kvN4yt5ZFzltW,10/4/2019,2019,10,4,6/18/2021,2021,6,18,84,0.598,0.427,-8.764,0.032,0.055,0.21,76.469,175721,0.061,G,rap, slap house,,,,,,,,,
59,1,11/27/2020,2020,11,27,SORRY PAPI,11066606,"Bad Bunny, ABRA",36177712,5jZ32WOU7sqzDYbzINwMUk,11/27/2020,2020,11,27,11/27/2020,2020,11,27,70,0.612,0.561,-6.054,0.085,0.06,0.145,191.911,163053,0.393,C#/Db,latin, reggaeton, trap latino,,,,,,,,
195,1,5/21/2021,2021,5,21,Tout l'univers,5174437,Gjon's Tears,32257,3MvY2XbGYFi6p2dgmdcOYG,3/10/2021,2021,3,10,5/21/2021,2021,5,21,69,0.534,0.365,-9.187,0.033,0.81,0.158,123.466,183707,0.237,A,,,,,,,,,,,
94,1,1/17/2020,2020,1,17,Farewell,8277608,Eminem,46814751,74gykWHknHDrg4eMdcmdRq,1/17/2020,2020,1,17,1/17/2020,2020,1,17,61,0.89,0.664,-6.625,0.106,0.005,0.257,93.007,247733,0.467,E,detroit hip hop, hip hop, rap,,,,,,,,
83,3,1/3/2020,2020,1,3,Up All Night,5834918,Khalid,14190858,1mpD5Q8IM32I4bF6eCpU74,11/14/2019,2019,11,14,1/10/2020,2020,1,10,69,0.665,0.712,-7.536,0.053,0.001,0.102,93.992,157220,0.669,C#/Db,pop,,,,,,,,,,
88,27,1/3/2020,2020,1,3,Money In The Grave (Drake ft. Rick Ross),4403348,Drake,56327031,5ry2OE6R2zPQFDO85XkgRb,6/15/2019,2019,6,15,6/26/2020,2020,6,26,78,0.831,0.502,-4.045,0.046,0.101,0.122,100.541,205427,0.101,A#/Bb,canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap,,,,,
183,2,12/25/2020,2020,12,25,Basta Você Me Ligar - Ao Vivo,4580123,"Os Barões Da Pisadinha, Xand Avião",4281787,3AV1KI22k1jGMz792lDrj1,5/29/2020,2020,5,29,1/1/2021,2021,1,1,68,0.599,0.914,-2.415,0.063,0.5,0.694,168.008,182977,0.831,F,forro, piseiro,,,,,,,,,
167,1,9/11/2020,2020,9,11,Máquina do Tempo,4938139,Matuê,3263283,5oI9blwsXC8AkTWw6wASY8,9/10/2020,2020,9,10,9/11/2020,2020,9,11,70,0.629,0.727,-4.387,0.05,0.065,0.138,149.978,230400,0.132,E,r&b brasileiro, rap cearense, trap brasileiro,,,,,,,,
75,1,2/21/2020,2020,2,21,We are Bulletproof : the Eternal,8516710,BTS,37151476,44WLOqH7QayQOQdeUHeKUK,2/21/2020,2020,2,21,2/21/2020,2020,2,21,72,0.526,0.575,-5.215,0.031,0.225,0.108,84.047,261543,0.19,A,k-pop, k-pop boy group,,,,,,,,,
31,12,6/4/2021,2021,6,4,2/Catorce,9086979,"Rauw Alejandro, Mr. Naisgai",6080597,71R8HJxQk5qMiRstrlXN9t,2/14/2021,2021,2,14,7/23/2021,2021,7,23,87,0.54,0.455,-5.988,0.224,0.675,0.12,83.876,212032,0.432,D#/Eb,puerto rican pop, trap latino,,,,,,,,,
10,7,12/11/2020,2020,12,11,champagne problems,4848954,Taylor Swift,42227614,0sY6ZUTh4yoctD8VIXz339,12/11/2020,2020,12,11,1/22/2021,2021,1,22,75,0.462,0.24,-12.077,0.038,0.92,0.113,171.319,244000,0.32,C,pop, post-teen pop,,,,,,,,,
189,1,7/3/2020,2020,7,3,El Manual,4470597,Anuel AA,18306226,7kOf0qHO4Rcwk6QJifZDRJ,5/29/2020,2020,5,29,7/3/2020,2020,7,3,67,0.843,0.845,-2.344,0.05,0.35,0.053,126.989,210624,0.898,C,latin, reggaeton, reggaeton flow, trap boricua, trap latino,,,,,,
66,1,7/16/2021,2021,7,16,Tell The Vision (feat. Kanye West & Pusha T),8859168,Pop Smoke,6837946,1Eu51GaXEehPMrDMh5QghA,7/31/2021,2021,7,31,7/16/2021,2021,7,16,57,0.662,0.686,-8.302,0.332,0.251,0.349,143.971,215000,0.678,G,brooklyn drill,,,,,,,,,,
196,1,12/27/2019,2019,12,27,Cheirosa - Ao Vivo,4623030,Jorge & Mateus,15019109,2PWjKmjyTZeDpmOUa3a5da,10/11/2019,2019,10,11,12/27/2019,2019,12,27,66,0.528,0.87,-3.123,0.085,0.24,0.333,152.37,181930,0.714,B,sertanejo, sertanejo universitario,,,,,,,,,
165,1,6/25/2021,2021,6,25,Naked,5527865,Doja Cat,8640063,0CsR9Y9SnC6ZWmekmVqSHz,6/25/2021,2021,6,25,6/25/2021,2021,6,25,75,0.733,0.862,-5.736,0.197,0.374,0.131,111.076,223560,0.536,G,dance pop, pop,,,,,,,,,
164,1,7/9/2021,2021,7,9,The Jackie (with J. Cole & Lil Tjay),5454994,Bas,386757,15qKrPi4Kg0z7g9HlwWyeb,7/9/2021,2021,7,9,7/9/2021,2021,7,9,76,0.784,0.474,-6.139,0.052,0.333,0.278,128.012,204434,0.64,G#/Ab,hip hop, pop rap, queens hip hop, rap, sudanese pop, underground hip hop,,,,,
5,3,7/9/2021,2021,7,9,Permission to Dance,22062812,BTS,37106176,0LThjFY2iTtNdd4wviwVV2,7/9/2021,2021,7,9,7/23/2021,2021,7,23,95,0.702,0.741,-5.33,0.043,0.005,0.337,124.925,187585,0.646,A,k-pop, k-pop boy group,,,,,,,,,
